,Andhiyarkhore,Bamnidhi,Basantpur,Ghatora,Kelo,Kurubhata,Paramanpur,Rajim,Rampur,Simga,Sundargarh,Catchment1,Catchment2
04-09-2013,46.1,279.064,1705.17,74.406,46.706,197.783,86.561,757.613,105.483,484.887,107.484,364.21,159.438
05-09-2013,42.308,288.135,3002,64.577,86.075,184.001,113.817,415.434,214.015,470.844,127.21,1434.11,44.537
06-09-2013,40.015,276.058,2250.69,81.114,19.863,123.185,69.926,312.669,90.503,448.865,108.073,663.156,0
07-09-2013,41.276,267.924,1747.75,40.695,14.932,129.446,92.848,280.772,56.42,369.008,103.979,440.588,259.688
08-09-2013,37.254,140,600,27,13,100,57,274.3,49.6,348.6,99,0,256.66
09-09-2013,28.56,120,870.8,24,25.807,142.963,60.423,218.6,25.6,312.8,93.611,0,611.034
10-09-2013,15.048,72.974,748.526,20.271,71.383,125.778,65.388,181.499,23.912,265.462,179.35,0,387.258
11-09-2013,12.292,76.91,688.207,19.253,19.18,127.053,59.872,194.994,18.453,227.058,179.803,45.453,223.409
12-09-2013,13.606,74.154,653.24,19.245,64.44,137.126,60.99,184.272,36.32,213.232,151.631,68.762,74.632
13-09-2013,12.587,53.776,648.861,20.673,63.895,103.089,98.345,189.107,44.73,216.289,133.074,97.538,203.364
14-09-2013,12.243,63.807,666.378,19.778,20.404,101.687,84.323,168.706,55.216,216.881,119.961,119.089,212.009
15-09-2013,11.156,130,672.07,20,16.1,85,100,161.7,56.3,214.9,114.5,78.945,116.174
16-09-2013,8.165,83.523,682.521,27.53,84.21,182.894,58.795,147.293,47.831,245.999,113.142,118.528,74.851
17-09-2013,8.669,164.009,713.151,24.478,54.635,175.595,48.582,139.926,79.724,249.495,129.307,89.575,0
18-09-2013,10.479,116.73,837.162,34.203,116.524,97.687,42.957,183.612,93.119,311.694,101.094,194.9,1.986
19-09-2013,8.252,85.522,934.23,40.583,58.777,178.084,88.54,184.672,109.11,394.851,137.339,260.72,136.884
20-09-2013,15.134,77.802,1072.18,35.536,23.24,175.239,78.024,193.208,192.987,545.318,177.545,254.914,0
21-09-2013,14.783,132.651,2065.91,70.848,16.212,159.846,78.274,318.96,326.634,902.309,152.33,969.663,826.628
22-09-2013,59.65,105,2747.3,25,15,170,59,307.8,302.8,918.5,115,1274.35,610.929
23-09-2013,65.398,90.357,2722.12,43.492,29.138,94.787,65.485,173.849,169.224,883.367,110.14,1138.09,396.608
24-09-2013,48.525,83.624,2278.63,30.266,44.76,91.172,48.53,189.455,133.288,695.803,106.198,801.748,144.321
25-09-2013,40.972,66.102,1484.8,35.145,44.518,99.644,39.296,135.376,79.309,480.42,97.035,260.089,245.742
26-09-2013,39.627,62.229,1281.25,27.801,16.337,84.092,33.467,65.656,61.62,421.418,70.585,310.529,117.707
27-09-2013,21.841,53.655,992.137,22.072,13.277,80.315,30.175,63.92,48.585,307.637,61.591,250.866,85.35
28-09-2013,17.214,85.457,825.278,20.054,46.481,90.525,53.703,62.376,32.314,281.727,86.427,210.312,0
29-09-2013,12.32,90,785.188,11,60,70,53,62.83,34.9,268.7,110,251.181,0
30-09-2013,19.783,85.717,745.098,18.922,50.527,98.551,45.496,267.063,105.419,287.232,140.24,206.02,407.858
01-06-2014,0,8,10.41,0.48,0,0.4,0,0,0,5.21,10.1,0.038,154.414
02-06-2014,0,6.828,10.246,0.484,0,0.197,0,0,0,5.13,8.431,0,10.1661
03-06-2014,0,7.694,9.334,0.466,0,0.195,0,0,0,4.561,5.316,0,26.8438
04-06-2014,0,6.504,9.239,0.455,0,0.192,0,0,0,2.486,5.521,0,0
05-06-2014,0,5.822,9.459,0.267,0,0.177,0,0,0,2.014,6.209,0,121.631
06-06-2014,0,8.403,9.127,0.23,0,0.322,0,0,0,1.986,5.315,0,15.9437
07-06-2014,0,19.533,12.946,0.294,0,0.311,0,0,0,1.637,3.996,0,18.5182
08-06-2014,0,20,25.5,0.37,0,0.31,0,0,0,1.63,5.316,3.858,33.6787
09-06-2014,0,17.771,19.054,0.373,0,0.315,0,0,0,1.909,5.406,0,118.818
10-06-2014,0,20.108,14.182,2.531,0,0.294,0,0,0,1.921,5.69,0,19.4646
11-06-2014,0,9.25,14.059,1.731,0,0.28,0,0,0,3.936,4.775,0,37.8372
12-06-2014,0,5.684,14.165,1.688,0,0.292,0,0,0,3.349,3.803,0,54.0808
13-06-2014,0,18.596,25.669,0.942,0,0.262,0,0,0,2.039,3.581,11.639,40.609
14-06-2014,0,25.624,41.19,0.52,0,0.257,0,0,0,2.007,3.316,20.312,0
15-06-2014,0,25,41.1,0.48,0,0.31,0,0,0,2.001,3.31,12.201,23.7215
16-06-2014,0,26.996,30.976,0.388,0,0.235,0,0,0,1.942,2.29,1.322,0
17-06-2014,0,31.111,30.255,0.384,0,0.249,0,0,0,1.879,1.458,0,67.272
18-06-2014,0,27.933,29.473,0.777,0,0.243,0,0,0,1.881,1.347,0,56.951
19-06-2014,0,32.272,25.44,1.409,0,0.258,0,0,0,2.396,1.361,0,47.2084
20-06-2014,0,37.766,25.031,2.763,0,0.241,0,0,0,1.901,2.773,0,52.7802
21-06-2014,0,49.938,29.722,4.099,0,0.252,0,0,0,14.442,4.656,0,181.893
22-06-2014,0,37,43.75,2.65,0,5,0,0,0,14.43,8.6,0,132.523
23-06-2014,3.288,37.269,43.759,47.547,0,5.168,0,0,0,11.902,6.681,3.204,98.409
24-06-2014,1.585,33.833,42.327,15.72,0,5.022,0,0,0,13.702,5.585,2.618,90.709
25-06-2014,0.853,31.031,50.019,11.009,0,1.879,0,0,0,28.021,9.906,0,0.1569
26-06-2014,0.921,28.15,75.115,12.341,0,1.92,0,0,0,25.116,7.938,14.276,25.1459
27-06-2014,0.889,32.313,74.419,7.247,0,1.771,0,0,0,11.436,7.571,15.52,44.1363
28-06-2014,0.749,32.6,78.112,2.687,0,1.911,0,0,1.055,11.223,12.391,10.257,89.725
29-06-2014,0.743,34,78.1,2.45,0,3.5,0,0,0.986,10.23,9.91,11.31,48.679
30-06-2014,0.737,42.468,70.13,0.812,0,5.228,0,0,1.001,10.363,26.3,7.136,71.83
01-07-2014,0.676,46.624,60,0.968,0,5.621,0,0,0.956,13.557,30.018,0,0
02-07-2014,0.706,38.43,54.507,0.432,0,5.224,0,0,1.201,15.106,21.578,0,95.619
03-07-2014,0.667,6.677,46.221,0.422,0,1.845,0,0,0.998,19.16,16.236,7.368,35.135
04-07-2014,0.678,4.28,40.806,0.404,0,1.876,1.453,0,0.974,18.244,13.777,15.274,91.126
05-07-2014,0.629,4.341,35.277,0.572,0,5.066,11.121,0,0.966,15.084,11.901,15.173,69.03
06-07-2014,0.312,95,37.34,0.5,0,5.1,5.86,0,0.96,15.08,10,0,100.813
07-07-2014,0.33,28.45,59.64,3.27,0,5.143,4.549,0,0.968,6.498,10.494,0,20.8214
08-07-2014,0.344,23.758,49.74,13.535,0,1.696,3.183,0,0.968,2.419,20.224,3.72,28.2225
09-07-2014,0.69,17.757,52.956,45.787,0,1.641,2.985,0,0.907,2.067,26.947,12.717,0
10-07-2014,0.659,16.473,39.224,40.808,0,4.283,2.95,0,0.882,2.068,24.806,0,131.302
11-07-2014,0.563,15.647,47.807,26.112,0,4.063,1.633,0,0.569,2.071,47.468,0,73.912
12-07-2014,0.878,18.229,56.782,13.102,0,3.831,1.514,0,0.883,2.143,27.714,0,60.28
13-07-2014,1.025,18,58.18,5.3,0,3.8,3.19,0,0.892,2.14,32,8.704,0
14-07-2014,3.424,21.653,77.922,5.044,0,13.008,5.551,0,12.473,6.69,55.443,35.494,169.532
15-07-2014,60.628,33.166,180.459,41.579,0,62.793,5.853,0,23.724,7.722,44.517,126.741,313.138
16-07-2014,41.281,43.921,185.033,38.266,0,32.341,11.805,30.985,14.572,50.438,63.161,114.209,171.548
17-07-2014,66.313,65.137,170.65,33.948,0,48.053,23.658,168.857,14.251,315.536,93.005,15.591,74.594
18-07-2014,26.883,61.109,242.25,35.299,0,14.211,14.542,80.73,15.344,251,124.982,0,204.768
19-07-2014,12.025,48.907,437.26,35.667,0,259.907,25.682,70.604,17.227,226.012,111.734,0,40.916
20-07-2014,5.869,60,43.6,38.2,0,238,130,67.59,16.254,230.15,210,0,0
21-07-2014,5.399,75.231,437.704,56.096,0,85.742,67.818,77.051,16.965,210.626,197.216,1.761,409.599
22-07-2014,89.538,209.589,4652.76,83.822,166,644.075,641.753,3581.49,812.36,1052.68,531.633,3553.9,1010.13
23-07-2014,161.257,454.965,13142.3,160.819,151.171,238.642,134.39,2255.03,789.562,6444.37,356.263,8507.11,899.836
24-07-2014,102.014,200.707,11355.2,101.075,39.992,106.942,64.573,655.457,334.746,9571.53,210.821,3855.17,3563.84
25-07-2014,69.771,88.713,8356.8,64.033,35.631,103.878,36.57,344.695,177.858,8385.43,133.356,0,1394.36
26-07-2014,53.534,66.727,7842.41,40.732,33.339,57.25,24.663,352.624,145.782,835.496,69.708,0,0
27-07-2014,99.648,70,2582.4,35.75,32,51,46.15,348.659,139.86,783.56,70,0,740.674
28-07-2014,54.64,70.491,1552.28,30.508,47.285,50.753,46.167,365.467,143.864,700.393,99.672,0,1179.18
29-07-2014,57.321,73,1452.5,28.27,47.2,50,67.9,408.659,155.63,596.85,75,0,408.398
30-07-2014,71.323,186.739,2354.89,38.745,141.723,115.633,40.077,1141.46,341.266,628.043,51.843,797.463,1004.82
31-07-2014,76.151,1010.59,6085.5,103.885,421.485,179.266,96.74,744.186,673.548,674.213,73.246,3112.73,1770.74
01-08-2014,66.694,393.863,8654.61,184.148,149.822,104.476,71.397,460.296,419.53,640.564,383.587,5914.66,2005.75
02-08-2014,39.521,645.113,4413.83,116.962,209.758,124.8,49.101,305.934,322.083,520.088,384.39,1974.64,2295.38
03-08-2014,57.23,300,2702,118.52,209,104.35,38.05,81.257,297.82,478,190,834.458,288.042
04-08-2014,55.422,608.601,4549.64,120.364,64.764,1337.33,245.484,295.142,439.56,436.863,438.329,2748.17,2332.93
05-08-2014,67.471,1810.76,6470.85,226.946,230.551,1079.96,3108.23,4057.6,168.23,666.338,1827.75,3843.65,2073.86
06-08-2014,329.293,7391.55,19935,923.106,231.659,1057.98,1001.2,2568.77,789.52,3212.6,937.082,9198.66,3308.57
07-08-2014,163.133,4256.97,18634.4,287.215,179.828,620.716,282.651,1118.49,367.376,5979.12,513.459,7163.47,1301.36
08-08-2014,86.6,1267.25,10884.1,189.962,38.222,197.442,151.707,355.381,222.126,1649.75,248.664,2207.55,0
09-08-2014,75.275,458.052,5038.28,104.95,43.995,153.963,218.952,331.03,140.28,670.758,170.345,0,0
10-08-2014,79.586,480,2705.9,102.51,47,202,512,779.625,223.56,602,175,85.809,715.206
11-08-2014,70.133,508.864,3829.96,169.958,50.917,177.167,512.717,858.467,315.233,662.998,326.641,1613.2,776.112
12-08-2014,74.199,453.952,5420.52,151.921,50.435,637.407,245.981,430.585,308.191,850.734,284.855,2948.04,7.023
13-08-2014,42.426,862.561,4876.75,153.293,35.756,651.602,151.734,388.329,264.017,786.814,322.396,2212.81,0
14-08-2014,32.019,1043.32,3993.75,130.166,144.303,192.654,109.542,338.464,267.509,725.234,269.079,1285.36,0
15-08-2014,24.123,1045.53,3328.2,135.485,160,750,218.5,412.589,267.5,635,965,717.2,0
16-08-2014,22.38,722.765,2924.01,111.857,208.247,365.681,81.377,317.945,210.16,464.29,456.163,682.97,140.511
17-08-2014,19.21,400,2110.4,104.586,185,158,92.8,307.356,187.35,385,250,364.51,0
18-08-2014,15.895,220,1812.21,100.52,34.356,120.031,92.992,166.524,77.36,285.402,270.569,546.457,0
19-08-2014,13.029,219.014,1315.62,70.832,28.33,103.886,84.147,169.601,56.605,295.722,259.182,318.176,0
20-08-2014,15.16,120.117,1119.77,59.201,27.988,106.964,46.119,144.728,54.689,303.434,206.997,360.996,0
21-08-2014,16.4,142.733,1092.65,68.771,51.229,111.52,38.029,62.604,87.765,242.715,177.932,350.102,0
22-08-2014,8.769,142.733,952.926,56.527,51.719,109.37,33.212,72.306,57.077,239.542,155.593,278.317,0
23-08-2014,15.815,93.629,892.002,20.742,51.026,109.349,242.29,59.887,67.849,211.388,207.942,334.848,0
24-08-2014,13.84,90,820,40.51,51,125.05,81,149.241,126,210,210,288.662,0
25-08-2014,9.615,105.912,927.484,56.381,24.583,73.499,44.168,148.767,93.072,233.591,175.575,346.586,0
26-08-2014,7.601,84.277,1041.95,52.702,14.392,74.921,29.228,80.032,95.944,214.416,129.501,423.571,0
27-08-2014,5.138,82.393,868.468,39.232,13.504,112.797,46.341,71.121,57.956,221.946,144.294,313.549,0
28-08-2014,4.377,81.939,786.607,35.066,14.091,78.564,48.266,71.014,48.725,217.841,138.105,310.441,0
29-08-2014,6.45,79.535,920.85,41.26,18,78.05,53.8,79.623,50.3,205,155,458.132,0
30-08-2014,6.199,107.3,699.092,26.918,45.246,50.514,53.915,79.277,42.728,200.512,118.236,220.505,0
31-08-2014,6.12,90,615.025,23.569,47.5,45,53.5,79.125,39.86,192,100,158.8,0
01-09-2014,5.151,77.784,731.808,51.859,15.633,48.782,69.44,82.787,94.758,180.76,109.967,266.006,0
02-09-2014,8.899,114.838,830.884,52.168,143.884,105.301,111.725,365.675,195.293,242.953,230.149,242.801,329.815
03-09-2014,70.652,151.303,1694.24,160.935,140.056,120.266,451.682,348.292,320.532,804.65,387.537,790.99,608.905
04-09-2014,40.833,137.692,3165.92,194.16,180.716,152.902,495.514,328.998,317.654,960.944,937.278,1646.41,600.017
05-09-2014,46.205,362.062,4575.14,159.395,214.095,400.375,384.183,286.829,263.116,863.269,597.629,2550.3,2236.38
06-09-2014,50.961,376.138,4264.52,133.686,210.895,635.283,888.365,289.24,330.152,675.37,467.024,2172.28,935.862
07-09-2014,51.02,350.255,4523.22,196.25,188,800,320,378.356,108.526,826.851,590,2730.87,188.447
08-09-2014,35.966,175.178,4827.1,174.846,127.092,310.25,156.995,2403.76,374.906,2378.91,341.08,2958.73,112.505
09-09-2014,34.495,162.23,7454.95,128.021,107.928,171.209,103.355,2114.42,329.421,2900.58,230.618,3222.65,0
10-09-2014,32.13,137.44,6963.24,103.413,37.587,160.713,80.825,1081.06,176.884,1270.72,207.552,1740.22,0
11-09-2014,64.839,139.312,3770.4,92.182,35.087,130.901,73.826,518.208,147.593,825.857,168.581,0,0
12-09-2014,100.579,114.708,2721.06,129.939,21.22,120.363,95.88,227.477,94.644,618.816,181.147,490.328,0
13-09-2014,66.492,66.14,2088.38,115.869,17.164,166.821,103.602,201.14,88.447,500.199,178.861,540.679,0
14-09-2014,57.563,57.526,1375.35,112.563,17.5,131,156.99,187.265,88.956,438.245,130,235.396,256.212
15-09-2014,53.92,168.72,1323.49,101.231,16.031,190.314,125.822,205.313,87.125,426.056,223.661,255.21,109.648
16-09-2014,47.548,118.609,1479.41,100.371,17.835,184.642,149.708,366.411,113.994,532.112,189.314,448.82,87.358
17-09-2014,39.538,160.244,1921.57,138.005,36.958,187.551,95.043,268.612,106.547,609.079,196.906,757.684,57.91
18-09-2014,38.287,211.086,2076.2,90.225,38.036,164.639,78.966,325.757,125.562,610.33,168.111,701.332,0
19-09-2014,25.021,136.136,1949.09,123.849,38.164,141.497,50.87,144.832,97.401,479.872,146.528,646.618,0
20-09-2014,26.037,114.347,1463.24,70.49,42.259,182.04,53.005,131.531,91.382,406.534,154.936,313.352,0
21-09-2014,69.568,198.326,1527.55,95.257,42,205,43.5,1523.25,149.623,702.326,156.5,518.201,0
22-09-2014,71.709,249.825,5608.07,92.81,39.96,204.707,384.302,1843.57,304.034,1324.89,287.497,3374.28,429.4
23-09-2014,55.953,224.289,5698.58,97.26,47.474,168.959,180.051,478.698,235.176,1094.54,194.821,2303.11,0
24-09-2014,41.622,137.134,3337.52,64.676,115.15,160.803,90.157,344.291,158.864,687.253,128.935,767.476,0
25-09-2014,26.399,108.061,2125.56,57.684,15.831,93.478,56.648,243.21,104.007,527.273,105.562,430.698,0
26-09-2014,20.812,102.425,1453.67,46.88,41.758,81.914,43.279,138.519,64.006,417.5,91.352,245.083,0
27-09-2014,22.823,83.456,1362.68,51.084,27.405,73.409,33.526,84.395,46.884,332.759,65.502,463.801,148.872
28-09-2014,17.587,72.258,1257.37,32.656,25.5,73.5,19.5,77.365,43.258,312.563,54,564.271,251.73
29-09-2014,12.81,54.575,795.821,27.934,25.924,51.338,19.243,77.481,26.454,269.957,52.993,234.713,50.52
30-09-2014,9.661,57.175,764.979,28.685,25.358,49.725,17.053,63.152,23.591,247.583,51.912,261.773,0
