,Andhiyarkhore,Bamnidhi,Basantpur,Ghatora,Kelo,Kurubhata,Paramanpur,Rajim,Rampur,Simga,Sundargarh,Catchment1,Catchment2
29-07-2007,9.95,140,1311,52.11,60,68,95,74,82,300,225,718.951,696.965
30-07-2007,17.68,253.817,1635.93,55.615,35.524,71.685,88.308,93.328,91.571,242.812,543.627,807.455,256.628
31-07-2007,9.02,214.806,1276.04,59.87,26.323,67.598,74.274,106.726,91.297,240.156,360.471,514.491,319.528
01-08-2007,6.32,85.665,1032.1,38.394,13.223,59.598,41.496,64.711,58.181,225.571,227.991,417.63,157.706
02-08-2007,8.822,105.195,875.585,51.085,30.971,61.743,86.191,43.803,55.031,175.097,227.181,350.073,118.111
03-08-2007,9.202,208.199,960.332,48.2,174.928,524.195,87.799,129.642,56.616,153.605,355.875,404.27,0
04-08-2007,17.503,191.313,948.914,94.05,55.807,447.492,139.406,145.149,52.763,237.963,700.253,372.731,0
05-08-2007,18.1,105,964,80.64,29,132,85.44,250,57,180,430,361.822,556.494
06-08-2007,38,117.122,1056.43,57.78,345.938,123.397,369.364,74.181,85.998,151.165,409.045,364.86,0
07-08-2007,26.348,127.931,1428.3,57.138,70,128.082,161.228,3819.47,110.063,513.998,364.427,766.16,362.537
08-08-2007,10.935,117.692,5506.99,42.476,78.504,92.3,131.002,2700,419.448,3059.9,244.902,1865.48,0
09-08-2007,7.963,101.872,7248.57,48.385,62.581,127.52,101.096,748.646,202.227,4000.24,250.622,1953.38,0
10-08-2007,42.77,110.705,5980.01,56.121,58.453,132.449,92.197,611.188,104.713,2947.27,269.042,948.355,58.107
11-08-2007,22.364,137.65,3674.17,50.483,67.892,99.709,89.684,400.86,112.831,592.007,344.668,0,504.288
12-08-2007,9.6,300,3464,47.86,82.5,88,352.2,495,100,400,650,782.975,880.758
13-08-2007,6.456,268.901,2655.77,45.108,49.764,88.694,458.134,649.208,129.823,494.642,374.427,1116.71,776.992
14-08-2007,4.738,182.874,2647.01,38.573,37.803,102.282,412.536,676.67,143.484,496.345,441.245,1226.46,575.093
15-08-2007,4.95,120,2566,37.84,30,78,280.4,510,140,500,500,1092.04,151.362
16-08-2007,1.825,82.853,1934.19,33.334,63.549,216.08,121.688,366.053,112.698,449.151,323.181,578.893,0
17-08-2007,1.369,82.275,1712.26,28.739,24.466,147.583,87.229,210.096,77.109,236.115,252.698,567.54,103.376
18-08-2007,0.85,69.635,1118.7,22.898,13.758,71.415,72.713,141.161,36.126,200.752,176.351,280.019,0
19-08-2007,1.205,82,791.7,22.73,10.5,65,70.21,70,25,160,120,233.409,78.875
20-08-2007,0.777,73.944,768.449,19.256,24.239,103.046,836.187,87.252,32.428,144.621,653.381,337.39,255.704
21-08-2007,2.46,1379.17,2269.58,240.831,321.912,603.544,767.965,491.486,135.909,189.997,551.569,832.729,3722.78
22-08-2007,5.195,560.981,4969.63,178.094,86.521,304,295.865,327.371,303.866,792.495,440.736,3320.19,978.002
23-08-2007,3.598,231.338,3412.61,125.526,57.69,181.541,267.018,201.544,162.364,546.857,283.83,1836.27,386.734
24-08-2007,5.339,179.874,2567.82,103.526,41.261,146.052,222.924,131.893,336.815,487.73,306.438,1040.49,210.962
25-08-2007,6.462,183.827,3471.65,96.494,103.812,273.495,249.281,150.36,152.861,761.163,254.38,2267.16,19.395
26-08-2007,9.952,105,2640,101.3,35,156,162.8,150,105,500,319,1519.8,0
27-08-2007,9.147,130.99,2016.87,140.495,29.091,135.681,119.52,157.573,92.969,509.714,376.135,912.12,0
28-08-2007,23.9,312.667,3495.77,120.101,90.381,245.541,495.25,261.254,210.027,831.218,426.326,2244.03,0
29-08-2007,16.69,175.034,2940.19,89.96,32.58,212.965,141.282,466.573,125.4,662.448,381.404,1561.47,0
30-08-2007,6.924,111.585,2597.74,72.616,28.387,170.206,102.436,266.213,192.427,539.049,346.642,1120.28,0
31-08-2007,27.528,97.144,2219.43,79.972,39.264,112.474,90.809,532.164,205.969,481.072,255.526,838.108,0
01-09-2007,24.795,181.958,2142.39,120.477,36.272,99.818,158.234,366.679,193.925,419.96,383.681,793.843,0
02-09-2007,23.5,150,2120,111.5,25.8,100,148.2,440,135,520,471,750.822,0
03-09-2007,24.118,109.731,2023.1,106.446,13.389,156.066,134.104,557.856,97.586,538.915,441.097,784.757,0
04-09-2007,55.5,185,1983,93.57,12,97,193.755,800,125,800,304.692,560.554,0
05-09-2007,19.593,367.415,3411.07,118.097,83.902,637.383,242.941,578.484,202.133,627.916,595.755,1426.57,0
06-09-2007,120,292.887,2822.59,215.872,284.837,508.881,678.311,625.507,148.658,883.486,890,794.612,0
07-09-2007,56.512,176.298,4722.71,218.866,87.876,287.116,405.202,603.195,295.146,1375.16,549.134,2591,473.905
08-09-2007,48.951,248.164,4582.9,190.5,51.567,348.281,364.863,525.679,216.529,1197.22,471.612,2060.35,0
09-09-2007,48,240,4463,130,40,225,370.2,445,230,750,500,1946.95,0
10-09-2007,60.172,310.501,4172.19,130.749,133.503,287.484,185.896,536.089,198.128,1136.55,524.435,2031.34,0
11-09-2007,80.043,330.51,4881.62,145.98,59.045,148.59,156.827,527.678,259.423,1027.17,910.102,2656.36,0
12-09-2007,60.589,224.893,3711.76,118.458,32.495,140.875,146.757,404.164,186.929,666.897,408.67,1454.72,0
13-09-2007,47.157,117.037,2535.83,83.253,29.791,130.315,145.894,202.728,123.003,487.099,334.509,747.964,0
14-09-2007,24.911,88.721,1874.11,65.654,32.01,113.563,127.637,121.329,70.199,330.889,222.328,626.194,130.305
15-09-2007,17.917,87.73,1341.04,47.032,21.145,95.202,238.061,706.688,73.224,279.179,162.905,478.47,0
16-09-2007,19.55,85,1280,47.7,46,90,128.4,390,65,279,158,374.866,21.75
17-09-2007,13.687,84.439,1398.53,44.077,24.979,79.111,111.313,206.909,75.828,311.001,283.111,342.418,0
18-09-2007,18.77,80.725,1112.86,46.824,21.382,91.304,75.657,176.876,83.139,327.53,251.457,259.663,0
19-09-2007,15.993,71.878,1063.42,40.325,19.667,84.083,64.446,141.96,44.215,252.679,201.737,356.861,0
20-09-2007,23.024,88.299,918.689,45.284,13.739,127.104,106.721,89.027,53.445,165.758,234.759,266.617,0
21-09-2007,20.556,88.834,904.847,42.626,13.578,172.764,78.396,90.975,40.991,228.674,280.745,360.648,0
22-09-2007,18.266,85.643,870.584,44.578,13.056,148.265,67.071,198.372,35.761,223.395,177.089,398.834,6.829
23-09-2007,20,80,912,43.72,13,90,78.4,200,35,230,160,364.82,365.693
24-09-2007,8.166,97.481,1383.03,47.031,28.989,155.333,1341.44,708.296,91.37,246.336,147.686,732.728,1351.74
25-09-2007,11.365,134.724,2761.75,67.122,28.427,119.263,680.789,648.723,332.506,432.878,193.527,1679.75,1349.19
26-09-2007,11.195,170.154,2780.76,22.909,91.767,141.63,550.119,596.637,267.486,484.015,337.373,1280.1,751.591
27-09-2007,70.527,249.658,2274.71,57.837,68.517,590.73,752.103,240.857,258.94,503.953,463.764,674.638,390.128
28-09-2007,47.564,163.854,3898.71,150.151,56.976,325.157,246.346,454.897,445.136,548.894,572.629,2267.95,293.677
29-09-2007,28.314,316.659,3182.36,110.861,67.521,532.677,256.678,256.829,286.132,453.431,744.967,1514.38,94.404
30-09-2007,205.214,150,2500,90,46,340,238.8,220,155,340,480,1083.03,189.784
01-06-2008,0,17,12,0,0,0,0,0,0,0.7,0,0,0
02-06-2008,0,9.216,9.336,0,0,0,0,0,0,0.698,0,0,0
03-06-2008,0,8.27,8.659,0,0,0,0,0,0,0.627,0,0,11.7585
04-06-2008,0,8.232,7.657,0,0,0,0,0,0,0.582,0,0,0
05-06-2008,0,9.066,8.572,0,0,0,0,0,0,0.683,0,0,39.6951
06-06-2008,0,21.208,14.397,0,0,0,0,0,0,0.661,0,2.705,0
07-06-2008,0,17.379,12.152,0,0,0,0,8.245,0,0.653,0,0,85.846
08-06-2008,0,18,15,0,0,0,0,5,0,0.6,0,0,75.6969
09-06-2008,0,15.253,16.213,0,0,5.955,0,6.229,0,1.107,0,0,64.7348
10-06-2008,0,15.578,15.226,0,0,6.451,0,76.122,0,1.148,6.139,0,0
11-06-2008,0,18.165,26.233,0,0,14.091,0,41.268,0,1.12,37.534,2.728,213.749
12-06-2008,0,17.284,27.488,0,0,23.21,0,32.372,0,1.647,38.702,0,63.622
13-06-2008,0,18.223,25.406,0,0,18.338,0,45.404,0,1.625,40.544,0,0
14-06-2008,0,34.012,39.589,0,0,18.338,0,33.763,0,19.183,24.526,0,142.582
15-06-2008,0,37,90,0,0,18,0,12,0,21.6,20,12.479,171.234
16-06-2008,1.842,39.825,38.725,0,0,16.441,0,6.776,0,21.439,70.5,0,21.7173
17-06-2008,2.129,38.652,87.921,0,0,18.399,0,5.241,0,18.449,77.954,30.855,111.741
18-06-2008,1.7,33.435,93.255,0,0,18.906,0,4.783,0,18.682,75.912,43,167.028
19-06-2008,0.502,36.896,107.36,0,0,21.115,116.305,3.361,0,16.545,113.647,48.025,95.919
20-06-2008,1.69,35.688,103.753,0,0,25.943,42.936,3.093,0,10.844,83.287,41.659,86.608
21-06-2008,0.309,31.132,98.123,0,0,23.783,25.21,3.068,0,10.56,51.499,40.349,148.193
22-06-2008,1.5,30,80,0,0,20,20,1.6,0,10.5,36,26.94,112.899
23-06-2008,0.608,40.897,111.495,0,0,16.069,17.309,0.974,1.33,9.305,26.467,56.477,175.219
24-06-2008,0.563,45.419,112.01,0,7.746,77.642,16.361,1.029,6.548,9.189,87.675,51.393,33.211
25-06-2008,0.573,54.252,134.671,0,7.179,65.837,103.522,4.649,12.946,8.066,121.095,65.045,292.708
26-06-2008,7.548,51.808,149.938,0,6.803,73.894,42.199,3.685,8.131,9.835,121.524,72.875,183.567
27-06-2008,6.649,54.877,126.291,0,34.174,79.755,100,24.131,6.229,9.019,90.215,50.971,0
28-06-2008,5.691,52.83,185.265,285.306,98.845,78.468,108.212,49.92,6.082,7.504,220,107.221,192.653
29-06-2008,43,150,330,130.2,65,75,200,140,4,14,230,0,68.674
30-06-2008,12.444,279.7,883.166,116.961,39.109,166.08,123.409,114.504,7.164,13.769,201.353,367.545,539.376
01-07-2008,12.187,124.545,790.127,62.327,57.751,936.203,199.795,61.664,11.511,46.342,1150,324.283,279.792
02-07-2008,6.643,146.719,439.764,52.108,100,439.95,134.568,45.837,6.346,51.14,420.35,89.813,491.046
03-07-2008,5.433,87.605,351.267,32.385,50.784,175.413,89.513,38.334,4.755,54.71,283.33,83.77,493.146
04-07-2008,4.577,52.352,324.08,26.88,24.454,137.853,60,34.814,3.375,36.855,217,116.182,268.814
05-07-2008,0.912,47.015,285.818,22.08,18.321,85.386,67.068,32.741,2.982,39.604,196.334,109.17,215.885
06-07-2008,0.92,70,280,19.84,15,98,125,31.5,2.8,30,180,107.293,107.782
07-07-2008,5.195,87.563,309.419,19.547,133.184,248.19,389.438,30.478,6.688,29.277,650,128.09,239.363
08-07-2008,0.954,78.322,336.451,17.952,46.411,151.931,303.224,32.664,5.28,28.291,407.165,160.483,763.657
09-07-2008,1.015,167.253,352.643,26.217,177.858,176.319,846.588,35.84,4.666,39.624,520.695,126.609,1086.35
10-07-2008,14.369,97.846,558.366,68.455,137.392,187.882,453.17,36.407,47,77.063,680,325.575,1578.64
11-07-2008,7.574,116.369,988.63,46.625,53,129.505,210.266,37.85,54.92,53.991,509.504,700.109,1413.78
12-07-2008,5.807,92.984,677.061,58.974,31.876,121.024,132.766,39.128,31.27,44.279,282.446,371.317,496.153
13-07-2008,5.9,90,460,52.18,24,60.5,90,52,12,34,200,184.898,404.469
14-07-2008,4.521,54.759,342.98,14.319,26.101,42.175,94.111,35.383,7.133,34.527,148.708,112.037,93.63
15-07-2008,0.924,48.084,342.98,15.247,18.332,43.685,75.548,23.102,7.219,29.024,146.497,165.512,237.707
16-07-2008,0.944,45.875,250.037,11.999,19.087,54.964,239.402,21.828,4.697,30.521,623.719,110.002,230.413
17-07-2008,0.903,68.962,245.467,18.17,59.512,171.961,197.271,19.915,9.168,32.287,556.179,106.698,361.403
18-07-2008,0.451,83.751,252.581,49.489,25.279,94.742,107.084,19.676,12.848,29.379,355.844,96.155,475.759
19-07-2008,0.447,72.75,249.582,14,26.313,84.595,223.613,18.559,9.713,25.626,275.9,75.939,341.689
20-07-2008,0.44,60,248,40,51,85.5,205,20,4.85,25,415,92.967,209.788
21-07-2008,0.457,57.538,236.5,16.484,24.748,134.062,130.208,14.543,7.26,21.979,292.531,97.129,526.991
22-07-2008,0.488,95.197,288.404,53.169,18.573,86.639,86.958,14.433,9.618,17.726,207.261,126.618,404.706
23-07-2008,0.337,76.011,285.902,134.266,30.105,54.705,57.391,15.129,5.641,22.703,159.088,120.785,301.239
24-07-2008,0.467,162.563,367.256,109.8,83.339,94.557,108.98,32.081,5.702,27.165,385.367,81.48,328.149
25-07-2008,0.437,296.771,584.492,83.678,271.165,256.246,86.075,58.32,7.827,25.116,652.431,159.175,266.608
26-07-2008,0.396,181.273,631.055,84.948,85,220.568,68.353,52.752,8.007,21.657,524.811,246.103,786.591
27-07-2008,0.65,165,440,78.2,50,152,199.8,33,8,25,450,96.161,1096.62
28-07-2008,0.672,371.962,642.666,123.435,111.108,207.183,203.002,39.926,9.42,33.251,313.937,172.722,1194.54
29-07-2008,14.593,216.73,684.425,78.351,47.914,131.043,152.938,55.2,10.952,35.554,209.244,240.795,1215.86
30-07-2008,6.706,142.376,684.725,87.278,48.126,99.135,101.108,114.008,84.918,44.397,135.23,298.895,638.581
31-07-2008,3.524,100.058,755.73,54.953,31.839,91.199,93.952,87.99,86.327,99.541,132.681,342.229,489.43
01-08-2008,7.852,102.947,806.774,41.893,43.743,137.302,107.111,1150.94,70.792,130.74,170.267,409.306,409.3
02-08-2008,15.813,155.718,2363.38,38.821,25.228,137.446,66.56,576.147,86.067,301.049,267.371,1378.34,288.016
03-08-2008,40,70,1630,39.54,25.22,94.5,100,200,75,550,220,446.003,0
04-08-2008,45.47,76.027,1530.38,34.841,18.123,76.932,74.084,131.907,30.577,204.127,177.28,507.736,434.791
05-08-2008,28.596,73.039,1074.58,27.591,16.008,75.032,55.981,111.736,20.628,176.651,116.49,327.624,457
06-08-2008,27.019,61.813,833.955,14.869,14.498,51.292,47.59,102.129,19.23,140.528,88.041,335.058,325.172
07-08-2008,13.77,65.826,781.645,27.696,37.285,162.121,207.795,93.834,70.28,130.903,168.961,340.914,639.478
08-08-2008,7.012,202.022,956.442,41.401,114.754,156.608,382.893,100.828,74.214,338.86,335.082,432.288,1045.91
09-08-2008,3.911,120.151,1400.27,62.867,64.08,99.631,473.738,645.983,86.841,238.103,300.764,830.414,2152.77
10-08-2008,2.4,180,1295,35,50,100,270,900,115,220,250,352.999,1233.36
11-08-2008,5.081,203.843,2254.94,59.315,695.547,910.761,545.656,2004.27,700,229.506,241.094,446.907,442.722
12-08-2008,4.498,400.28,4157,147.055,120.107,236.805,251.121,718.947,308.06,653.019,303.964,1418.3,1718.77
13-08-2008,0.912,245.039,2966.29,59.182,55.763,153.375,157.676,416.557,182.12,497.325,196.001,832.439,1448.35
14-08-2008,0.789,162.532,1626.2,50.904,43.743,95.425,179.46,180.439,97.58,277.117,255.873,98.309,506.016
15-08-2008,0.8,120,1368,54.27,2013.74,350,460,140,80,230,650,338.769,0
16-08-2008,7.7,390.304,1444.87,61.026,603.214,968.456,315.1,112.445,81.051,164.715,1346.18,547.486,4269.57
17-08-2008,12,375,1769,64.58,400,1056,180,113,100,140,750,893.113,2329.35
18-08-2008,33.436,298.842,1723.48,88.449,193.016,658.043,148.251,138.504,109.508,171.021,587.025,946.497,1222.23
19-08-2008,9.201,223.458,1824.11,65,95.522,267.243,121.202,200.17,171.67,482.4,444.21,1051.26,771.208
20-08-2008,5.323,265.884,2065.81,71.563,116.228,489.77,235.04,127.804,111.417,335.426,896.971,1138.38,570.951
21-08-2008,3.513,450.792,2051.51,59.161,168.033,937.378,305.421,111.206,98.199,238.214,1000,900.913,2451.01
22-08-2008,2.602,297.342,1611.48,51.309,109.625,618.055,382.89,171.83,117.909,158.696,402.93,667.269,3043.15
23-08-2008,1.889,263.308,1637.47,52.817,59.976,452.764,257.637,96.989,124.066,120.18,360.264,823.054,2600.98
24-08-2008,2,220,1300,51.49,100,402,310,115,98,105.2,280,613.555,1647.39
25-08-2008,4.486,179.465,1035.68,30.912,72.403,440.766,161.6,210.97,121.683,102.459,351.553,448.46,871.604
26-08-2008,2.613,185.491,945.126,24.02,41.953,180.086,114.369,196.141,124.806,110.761,312.663,334.398,421.928
27-08-2008,22.92,118.551,954.764,45.227,56.139,173.992,73.365,133.991,113.245,126.873,203.058,361.361,328.478
28-08-2008,3.419,117.052,886.144,18.752,30.939,98.332,65.244,125.793,81.394,132.452,169.884,348.147,359.514
29-08-2008,3.323,98.767,819.726,17.151,25.524,73.406,57.906,65.138,18.181,103.482,140.362,375.381,143.17
30-08-2008,2.625,73.158,751.4,21.494,21.098,92.559,54.211,60.417,18.179,107.49,132.427,403.991,224.708
31-08-2008,4,80,738,20.31,28,99,150,100,8,100,120,450.502,115.75
01-09-2008,1.899,93.15,716.051,17.191,33.313,236.715,73.061,120.362,46.175,160.932,176.235,387.971,39.079
02-09-2008,2.152,98.339,747.055,17.348,155.423,389.506,67.345,200.325,52.266,195.771,295.832,359.52,0
03-09-2008,2.1,160,907,61.432,47,238,105.743,205,49.881,190,250.528,374.503,43.839
04-09-2008,6.562,102.222,1159.2,53.316,32.131,140.915,95.08,207.269,117.612,124.765,212.912,496.548,317.31
05-09-2008,2.822,79.936,1150.68,32.247,23.425,123.254,69.693,467.943,171.141,121.449,204.128,476.555,197.448
06-09-2008,1.738,63.653,981.208,24.525,18.924,80.189,47.485,166.225,141.654,101.018,234.585,284.411,22.92
07-09-2008,4,60,950,23.7,18,76,50,140,58,100,170,302.806,97.483
08-09-2008,6.548,87.789,773.784,27.112,19.903,71.198,53.819,107.115,52.308,105.413,168.999,347.159,101.142
09-09-2008,4.241,74.767,725.889,27.182,17.779,68.085,46.609,149.632,45.919,169.041,132.086,341.732,0
10-09-2008,2.771,77.495,704.083,24.754,13.243,88.45,58.154,94.121,37.38,222.266,96.7,311.775,54.057
11-09-2008,2.723,74.798,820.479,33.611,12.294,77.252,65.394,219.193,37.797,199.651,96.942,380.257,0
12-09-2008,2.305,92.341,850.555,17.709,11.635,66.128,62.81,119.403,24.032,225.67,78.957,336.118,0
13-09-2008,2.036,92.353,883.784,12.252,10.568,61.494,50.411,56.651,24.15,243.392,74.912,364.092,0
14-09-2008,2,75,802,12.42,10.55,66,46,52,24,200,75,366.353,0
15-09-2008,2.148,63.681,762.908,11.795,10.615,47.499,150.616,53.154,63.869,191.043,70.98,348.248,0
16-09-2008,2.27,66.352,708.098,14.06,48.534,60.904,144.667,53.072,66.803,155.712,145.626,307.905,309.258
17-09-2008,2.712,68.721,838.307,40.06,23.706,61.322,206.596,2401.35,173.884,200.461,105.048,375.711,355.669
18-09-2008,6.165,100.829,3947.31,25.046,562.261,223.431,3624.55,4770.89,547,245.498,380.164,1482.5,1858.58
19-09-2008,99.294,752.931,10600.5,290,459.852,1544.92,555.04,4310.09,3380,1756.55,926.504,3102.4,2369.67
20-09-2008,85.358,700,16826.7,348.685,132.402,896.602,288.49,1158.12,1200,2976.65,624.021,8515.13,1477.2
21-09-2008,52,250,6200,142,63,494,200,700,375,2200,320,358.229,2866.2
22-09-2008,27.383,164.459,3888.89,69.194,33.063,190.543,182.499,1140.12,178.638,936.905,214.248,0,832.837
23-09-2008,32.072,114.941,2293.94,68.195,44.09,166.094,211.76,1002.67,136.465,373.181,220.198,0,223.231
24-09-2008,14.274,106.03,2415.6,66.849,32.397,150.533,172.886,469.465,144.785,305.002,174.502,326.576,199.845
25-09-2008,6.308,77.722,1645.01,38.529,27.263,76.897,130.125,280.125,116.988,245.235,144.548,261.386,0
26-09-2008,5.315,62.654,1214.38,25.923,23.363,74.248,78.11,210.192,70.228,223.682,128.303,299.458,0
27-09-2008,3.469,63.163,1010.51,25.795,19.718,67.085,65.226,142.187,67.626,181.262,69.885,342.256,0
28-09-2008,3,63.17,827,18,17.8,68,60,150,50,102,65,282.259,0
29-09-2008,2.37,57.805,585.209,22.767,15.881,51.498,51.141,112.847,27.562,102.298,62.898,151.301,0
30-09-2008,2.196,66.199,611.604,23.347,15.246,53.425,46.257,59.327,24.773,86.411,63.647,249.225,0
01-06-2009,0,10.888,26.883,0,0,0.38,0,0,0,7.745,4.032,2.19,0
02-06-2009,0,11.555,22.038,0,0,0.401,0,0,0,9.513,16.009,2.055,0
03-06-2009,0,13.412,22.031,0,0,0.352,0,0,0,0,12.495,3.945,0
04-06-2009,0,12.533,20.951,0,0,0.341,0,0,0,0,8.885,4.217,0
05-06-2009,0,12.475,28.701,0,0,0.359,0,0,0,0,6.922,13.113,0
06-06-2009,0,26.813,24.943,0,0,0.357,0,0,0,0,8.065,8.588,0
07-06-2009,0,25,28,0,0,0.36,0,6.48,0,0,6,1.1,0
08-06-2009,0,164.887,137.744,0,0,0.432,0,4.929,0,0,4.679,30.81,0
09-06-2009,0,92.608,174.173,0,0,0.36,0,4.707,0,0,3.812,50.87,0
10-06-2009,0,24.756,64.809,0,0,0.357,0,4.598,0,0,3.797,4.539,0
11-06-2009,0,26.468,50.43,0,0,0.317,0,4.235,0,0,4.39,17.709,0
12-06-2009,0,20.28,49.539,0,0,0.299,0,4.008,0,0,3.195,19.461,0
13-06-2009,0,17.847,40.843,0,0,0.283,0,3.875,0,0,2.76,15.887,0
14-06-2009,0,16,34.12,0,0,0.28,0,1.28,0,0,3,11.792,0
15-06-2009,0,15.816,30.818,0,0,0.302,0,1.121,0,0,2.518,10.068,0
16-06-2009,0,111.43,30.702,0,0,0.32,0,1.077,0,0,1.852,0,0
17-06-2009,0,136.991,195.72,0,0,0.345,0,1.156,0,0,1.425,63.414,0
18-06-2009,0,29.006,93.803,0,0,0.337,0,1.024,0,0,1.173,15.009,46.6784
19-06-2009,0,24.534,61.469,0,0,0.333,0,1,0,0,1.156,30.447,0
20-06-2009,0,20.277,60.213,0,0,0.321,0,0.975,0,0,0.686,35.289,49.655
21-06-2009,0,15,53.93,0,0,0.32,0,0.98,0,0,0.51,33.735,0
22-06-2009,0,19.059,31.874,0,0,0.356,0,0.969,0,0,0.338,13.901,0
23-06-2009,0,19.88,31.749,0,0,0.323,0,0,0,0,0.3,11.485,0
24-06-2009,0,19.525,35.036,0,0,0.302,0,0,0,0,0.22,14.574,0
25-06-2009,0,30.237,36.195,0,0,0.299,0,0,0,0,0.158,12.362,0
26-06-2009,0,18.714,45.945,0,0,0.297,0,0,0,0,0.186,20.443,2.1516
27-06-2009,0,18.37,36.294,0,0,0.322,0,0,0,0,0.086,17.045,0
28-06-2009,0,20,32,0,0,0.32,0,0,0,0,0.086,12.934,0
29-06-2009,0,15.988,38.232,0,0,0.392,65.088,0,0,0,24.739,19.59,0
30-06-2009,0,16.297,34.728,0,0,0.367,12.016,0,0,0,10.707,18.328,0
01-07-2009,8.516,16.192,34.415,0,0,0.35,17.894,0,0,1.058,29.009,18.108,0
02-07-2009,8.099,21.099,54.023,0,0,0.398,13.97,0,0,3.848,21.729,36.252,129.24
03-07-2009,8.815,23.548,76.48,0,6.492,0.43,9.789,0,0,4.141,59.348,54.748,118.589
04-07-2009,6.242,73.963,91.939,30.53,5.741,0.464,10.097,0,22.464,7.187,72.201,42.242,76.352
05-07-2009,9,70,167,32.88,3,25,60,0,60,8,64,65.003,90.962
06-07-2009,8.09,24.206,155.399,9.459,32.429,32.689,48.877,0,26.766,8.117,42.094,50.395,137.241
07-07-2009,3.925,49.68,153.965,24.058,20.411,47.816,83.796,0,18.882,14.592,88.415,52.754,233.522
08-07-2009,7.997,57.015,180.558,39.804,25.344,13.738,30.698,0,33.43,15.48,137.625,71.083,150.811
09-07-2009,4.415,45.822,206.367,48.519,102.875,50.584,34.61,0,52.135,18.737,377.486,69.012,515.142
10-07-2009,11.596,37.602,251.675,31.755,18.374,52.263,54.791,0,21.188,13.842,195.081,109.405,353.952
11-07-2009,4.138,42.543,251.261,17.285,16.395,58.376,41.144,0,27.463,11.317,98.423,124.11,173.182
12-07-2009,3,50,221.4,17.38,18,50,70,0,20,11,860,99.437,153.012
13-07-2009,7.539,153.93,318.449,8.278,137.529,395.897,160.701,0,55.436,8.97,292.245,124.445,1016.51
14-07-2009,4.19,346.735,2902.98,46.307,37.718,168.913,108.785,122.057,373,354.818,200.821,2320.22,1206.96
15-07-2009,2.598,258.65,6124.01,34.583,14.938,86.777,51.831,1151.65,450,2106.94,83.706,5276.23,263.356
16-07-2009,9.96,211.123,7571.73,39.642,233.15,145.865,60.042,561.043,350,2910.75,72.917,4895.22,73.454
17-07-2009,38.233,269.964,6063.13,44.772,47.019,73.863,57.972,198.034,180.67,3039.17,851.359,2285.47,1061.74
18-07-2009,8.83,128.868,4458.82,39.836,18.23,151.526,53.608,146.588,77.003,1065.75,296.274,787.077,422.538
19-07-2009,7.5,73,2437,37.74,37,152,75,114,40,450,450,121.062,152.273
20-07-2009,2.135,105.317,2781.95,30.364,59.753,109.307,305.624,114.628,290,394.388,1099.75,1460.48,0
21-07-2009,4.165,220.851,3183.8,36.353,463.608,649.499,252.143,719.488,400,354.105,615.939,2009.97,187.108
22-07-2009,34.388,231.975,16117.5,40.353,139.295,153.259,401.814,1079.42,1000,1245.15,394.072,14277.6,2446.97
23-07-2009,9.012,153.81,9745.59,35.823,67.264,151.812,147.079,708.381,410,2028.17,235.51,7107.1,1108.07
24-07-2009,4,58.497,6212.24,33.549,35.081,77.536,71.355,303.524,175,1024.3,153.96,3377.14,995.665
25-07-2009,1.669,121.923,2924.02,23.2,18.324,60.384,55.858,174.239,113.638,695.256,139.957,680.158,0
26-07-2009,0.45,73,1791,22.39,16,55,50,100,69,250,125,436.643,0
27-07-2009,0.369,81.973,1116.13,18.054,17.792,48.341,40.301,96.109,54.544,193.175,90.852,296.796,41.654
28-07-2009,0.186,97.408,973.476,22.966,123.335,66.539,34.391,65.953,36.459,95.786,142.171,448.275,90.187
29-07-2009,0.879,70.233,854.901,15.824,45.856,76.523,29.531,464.481,69.125,99.771,505.13,436.842,97.391
30-07-2009,0.181,51.988,765.578,12.841,17.544,116.314,26.516,268.934,68.508,95.298,260.564,280.136,0
31-07-2009,0.171,34.727,815.17,7.574,10.708,58.195,25.734,76.728,38.949,102.794,108.217,230.927,0
01-08-2009,0.184,29.795,639.769,6.312,7.81,36.969,22.798,64.762,38.968,89.393,82.604,262.16,0
02-08-2009,0.18,30,564,8.138,6.8,25,19,55,35,84,50.78,316.982,0
03-08-2009,0,25.88,541.673,4.925,6.798,19.028,20.323,50.924,17.004,79.65,61.969,327.738,0
04-08-2009,0,25.736,487.482,3.085,6.502,18.403,46.17,42.662,15.866,46.509,66.883,299.62,0
05-08-2009,0,22.996,524.456,4.491,6.125,16.936,37.041,36.941,9.454,37.417,116.229,356.575,0
06-08-2009,0,23.635,443.456,2.407,6.153,15.895,27.698,33.81,10.145,27.168,60.067,304.137,0
07-08-2009,0,23.781,412.923,2.409,5.378,6.888,22.097,10.522,5.44,28.57,33.38,295.758,0
08-08-2009,0,24.841,380.095,6.007,4.763,5.901,19.112,10.127,3.228,26.668,28.618,287.236,0
09-08-2009,0,24,363,5.939,4.75,5,25,10,3.2,19,26,289.562,0
10-08-2009,0,28.37,332.217,5.347,4.735,5.548,26.87,11.125,25.609,12.59,49.569,253.627,0
11-08-2009,0.136,60.438,384.244,37.27,34.058,29.353,23.422,38.574,22.301,27.263,139.51,271.769,0
12-08-2009,0.213,224.71,1733.81,51.876,16.378,32.903,65.829,162.394,62.937,278.932,487.03,1459.21,0
